Request Number,Send Timestamp,Receive Timestamp,Duration (ms)
477,1003.503560512,1003.605413954,101.85344199999236
478,1003.61133633,1003.722419121,111.08279100005802
479,1003.731182006,1003.838077352,106.89534599998751
480,1003.844053013,1003.96006015,116.00713699999687
481,1003.967853642,1004.087631833,119.77819100002307
482,1004.10147142,1004.212224237,110.75281699993411
483,1004.218273248,1004.315884284,97.61103600010301
484,1004.323380899,1004.454217114,130.83621500004483
485,1004.459440888,1004.683789643,224.34875499993723
486,1004.691794276,1004.785238391,93.44411500001115
487,1004.791941584,1004.910878088,118.93650399997568
488,1004.91713457,1005.091790742,174.65617199991357
489,1005.099690255,1005.195156053,95.4657979999638
490,1005.202761621,1005.302328495,99.56687399994735
491,1005.309438662,1005.419801264,110.36260199989556
492,1005.426044148,1005.530070081,104.02593300000262
493,1005.53617416,1005.634206523,98.03236300001572
494,1005.641141977,1005.739771329,98.62935199998901
495,1005.746501446,1005.842247475,95.74602899999718
496,1005.851455721,1005.953274389,101.81866799996442
497,1005.960961002,1006.069701164,108.74016200000369
498,1006.07860324,1006.187591529,108.98828899996715
499,1006.192626317,1006.294076316,101.4499990000104
500,1006.302062458,1006.45724437,155.1819119999891
501,1006.463105325,1006.597378302,134.27297700002327
502,1006.606635562,1006.73687714,130.24157800009561
503,1006.74520342,1006.844412765,99.20934499996292
504,1006.849167132,1006.94689143,97.72429800000282
505,1006.953422928,1007.06025975,106.83682199999112
506,1007.067928838,1007.166214117,98.28527900003792
507,1007.172710367,1007.280112992,107.40262499996334
508,1007.28595285,1007.397443702,111.49085200008813
509,1007.403122406,1007.51442522,111.30281400005515
510,1007.522961328,1007.632634725,109.67339700005141
511,1007.641324219,1007.856679061,215.35484200001065
512,1007.862926159,1007.960089333,97.16317400000207
513,1007.965982815,1008.072410261,106.42744599999787
514,1008.080290126,1008.187734911,107.44478499998422
515,1008.199213059,1008.303227402,104.01434299990342
516,1008.308842435,1008.415975676,107.13324100004229
517,1008.421086908,1008.533296478,112.20957000000453
518,1008.538778367,1008.65280366,114.02529300005426
519,1008.657792955,1008.760577859,102.78490400003193
520,1008.767370707,1008.869432243,102.06153599995105
521,1008.876581731,1009.098714533,222.13280200003283
522,1009.104546576,1009.205047024,100.50044800004798
523,1009.211899744,1009.319692069,107.79232499999125
524,1009.326584054,1009.435112532,108.5284779999256
525,1009.44150214,1009.551291167,109.78902700003346
526,1009.557853867,1009.662716221,104.86235400003352
527,1009.671261737,1009.779668114,108.40637699993749
528,1009.784658512,1009.880974418,96.31590600008622
529,1009.886446708,1009.985794182,99.34747399995558
530,1009.992329054,1010.089118844,96.78979000000254
531,1010.095654685,1010.201693113,106.03842800003349
532,1010.209411205,1010.303991911,94.58070599998791
533,1010.321687413,1010.520734529,199.04711600008795
534,1010.526269163,1010.622149855,95.88069199992333
535,1010.628747265,1010.726903135,98.15587000002779
536,1010.73386843,1010.928717263,194.84883299992362
537,1010.935216426,1011.032111085,96.89465899998595
538,1011.037558851,1011.140050342,102.49149100002342
539,1011.148524879,1011.341458305,192.93342599996777
540,1011.346597345,1011.443499154,96.90180900008727
541,1011.450030948,1011.548141389,98.11044100001709
542,1011.553684196,1011.653745068,100.06087200008551
543,1011.658641668,1011.766465821,107.82415300002413
544,1011.772389281,1011.897262101,124.87282000006417
545,1011.904949356,1012.023061248,118.11189200000172
546,1012.02940855,1012.155587416,126.17886600003203
547,1012.17363057,1012.293667491,120.03692099995078
548,1012.298792549,1012.419429498,120.6369489999588
549,1012.431482596,1012.569128299,137.64570299997558
550,1012.576337426,1012.686356371,110.01894499997888
551,1012.691573073,1012.794194425,102.62135200002831
552,1012.800703637,1012.925992969,125.28933200007941
553,1012.931534876,1013.034760005,103.22512899995218
554,1013.040615695,1013.151812347,111.19665199998963
555,1013.156821475,1013.269295191,112.47371599995404
556,1013.277213766,1013.415985387,138.77162099993257
557,1013.421919696,1013.591813647,169.89395099994908
558,1013.598164669,1013.721447567,123.28289800007042
559,1013.726542857,1013.858869022,132.32616499999494
560,1013.86637651,1014.00123767,134.86116000001402
561,1014.007183731,1014.123733615,116.54988399993726
562,1014.130298783,1014.309049404,178.7506210000629
563,1014.317747113,1014.513461978,195.71486500001356
564,1014.520405063,1014.720894708,200.4896449999478
565,1014.727563102,1014.836589448,109.02634600006422
566,1014.84223202,1014.988045068,145.81304800003636
567,1014.995153319,1015.119279622,124.12630300002547
568,1015.12720677,1015.248671964,121.46519399993849
569,1015.254776787,1015.375462732,120.68594499999108
570,1015.381932592,1015.495728133,113.79554099994493
571,1015.501494684,1015.641676635,140.18195099993136
572,1015.647679414,1015.847447388,199.76797399999668
573,1015.854194946,1015.963057842,108.8628960000051
574,1015.969239634,1016.090609623,121.36998899995888
575,1016.096725327,1016.211045171,114.31984400007877
576,1016.218275076,1016.33884335,120.56827399999293
577,1016.344456453,1016.472366808,127.91035499992631
578,1016.478291884,1016.663783753,185.49186899997494
579,1016.670514492,1016.816612503,146.09801099993547
580,1016.822437052,1016.937256693,114.81964099994002
581,1016.945198227,1017.058201809,113.00358200003302
582,1017.065383305,1017.277847953,212.4646480000365
583,1017.285830393,1017.398725321,112.89492800005974
584,1017.406143694,1017.526758592,120.61489799998526
585,1017.53409704,1017.655826542,121.72950199999377
586,1017.662957835,1017.790788856,127.83102099990629
587,1017.796998056,1017.916907785,119.90972900002816
588,1017.923715577,1018.052230873,128.51529599993228
589,1018.057634302,1018.195240602,137.60630000001584
590,1018.204316421,1018.404080194,199.7637729999724
591,1018.410302472,1018.524950171,114.64769899998828
592,1018.530492463,1018.648668355,118.1758920000675
593,1018.653165019,1018.773569907,120.40488800005278
594,1018.778610802,1018.905352024,126.74122199996418
595,1018.913841606,1019.121627825,207.78621900001326
596,1019.127285632,1019.237455375,110.16974299991489
597,1019.246696044,1019.369195517,122.49947299994801
598,1019.374361206,1019.493395705,119.03449900000851
599,1019.501459518,1019.609206572,107.74705399990125
600,1019.614704246,1019.756234949,141.53070300005766
601,1019.763219964,1019.908828556,145.6085920000305
602,1019.916244426,1020.040120736,123.87630999990051
603,1020.047594731,1020.157079013,109.48428200003946
604,1020.164966756,1020.355099559,190.13280299998314
605,1020.360458621,1020.465567667,105.10904599993864
606,1020.471185955,1020.656541212,185.35525699996924
607,1020.665914866,1020.776940724,111.02585800006182
608,1020.785450901,1020.912335333,126.8844319999971
609,1020.919207055,1021.029740838,110.5337829999371
610,1021.036341401,1021.150334161,113.9927600000874
611,1021.156430416,1021.269289549,112.85913299991535
612,1021.276373338,1021.391605482,115.23214400006054
613,1021.396876664,1021.511581211,114.7045469999739
614,1021.518073405,1021.642063767,123.99036199997227
615,1021.65371143,1021.768618028,114.90659799994773
616,1021.775050138,1021.89197824,116.92810199997439
